tracker_uuid,exchange_uuid,start_time,original_utterance,asr_truth,duration,responses
CN-52454775-9b12-4025-8b06-98ebc896f438,639e6f82-e500-4eff-a885-efeba0c4d008,2021-06-18 19:50:56.374589+00:00,two sides of lotaburger sauce,,2,"""""""""""""""[('utter_option_not_available', """"""""Sorry, in Lottaburrger we don't have sauce""""""""), ('utter_ask_with_variation', 'For your 1st Lottaburrger what Patty do you want Double Meat or Regular')]"""""""""""""""
CN-78dd08e0-499c-475e-90f3-a1f64af6a9f4,859ff98c-08d1-4430-994c-7b37e41e8f75,2021-06-18 16:54:21.739451+00:00,chicken breakfast burrito,bacon breakfast burrito,1.5,"[('utter_dynamic', 'For the chicken tender which would you like?  2 pieces, 3 pieces or 4 pieces?')]"
CN-2194dd90-e612-4f3f-b68e-354ed88edb69,f982459e-f4b6-4302-85ef-74b706201493,2021-06-12 23:25:33.944966+00:00,regular,,0.6,"[('utter_variation_add', 'Sure, I added Regular Lottaburrger with Cheese.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile or bacon with your Lottaburrger?')]"
CN-7ff6150a-30cf-4068-bd28-597bd04ac5df,d35159a8-5e22-4d7e-80c6-072fc5f6d513,2021-06-11 19:45:02.094061+00:00,cheese i'm ordering right now i'm ordering,cheese i'm ordering right now i'm ordering can i make that green chili ,4.7,"[('utter_edited_dish_item', 'OK, I just updated your Itsaburrger with cheese.'), ('utter_anything_else_with_recommendation', 'What else can I add for you today, pepsi goes well with your order')]"
CN-0edf3893-9dd4-4bf2-8607-618620a43a87,4e4f4394-1804-40ac-ad76-f3f25651437b,2021-06-05 19:28:37.641301+00:00,regular,,0.8,"""""""""""""""[('utter_variation_add', """"""""I've added Regular Itsaburrger with Chopped Green Chile!""""""""), ('utter_ask_recommendation_option', 'Would you like to have bacon with your Itsaburrger?')]"""""""""""""""
CN-57014d2e-9a69-4024-a135-091998b64855,6216545e-c6d4-460b-86ac-8fea9c06c12e,2021-06-11 14:57:45.935741+00:00,can you add sweet tea ad bacon,christmas can you add can you add bacon,2.6,"[('utter_ask_add_dish_confirmation', 'OK, should I add Sweet Tea to your order?')]"
CN-2590a423-0c55-4f79-9e28-e11526c11c2c,2f58b58b-5592-4ac5-9c6c-520b04449501,2021-06-22 17:43:18.899068+00:00,blakes combo,gosh fucking automated blakes combo,4.4,"[('utter_ask_order', 'Please tell me what can I get for you today?')]"
CN-d2ae7b17-9131-4525-9df1-a386c6acf5a1,654f054d-0903-48ac-ba20-b87313b66e1e,2021-06-06 22:35:08.819722+00:00,do you have any kind of fish,,2.2,"""""""""""""""[('utter_items_not_available', """"""""No, we don't have Fish Sandwich.""""""""), ('utter_disambiguate', """"""""In sandwich, which one would you like? blake's chicken sandwich, breakfast sandwich with bacon, breakfast sandwich with sausage or ranch chicken sandwich"""""""")]"""""""""""""""
CN-098c0ff4-05d0-4bf5-85aa-07f66a30ae6e,758795f9-c365-4933-b607-75dfe006464e,2021-06-09 01:45:02.616948+00:00,regular,,0.8,"[('utter_variation_add', 'OK, I just added Regular Lottaburrger with Chopped Green Chile, Mayo, extra Mustard and without Cheese and Onion.'), ('utter_ask_recommendation_option', 'Would you like to have bacon with your Lottaburrger?')]"
CN-3ac665d1-0cf6-48e9-a4b7-a6fe4cb2de7e,d2c48dcb-e203-4402-8bf8-e06dde8a3087,2021-06-13 13:31:38.034990+00:00,and also two another large two lotaburger,and also two another lota two lotaburger with a bacon ,6.8,"""""""""""""""[('utter_option_not_available', """"""""Sorry, in Lottaburrger we don't have large""""""""), ('utter_ask_with_variation', 'For your 1st Lottaburrger what Patty do you want Double Meat or Regular')]"""""""""""""""
CN-49cbb90b-c003-4df3-a4ec-52f1b0113df7,f7c6def3-5e1b-4217-bbbb-533559ab63a5,2021-06-22 19:56:39.111894+00:00,double green chili cheeseburger no onions,,3.1,"[('utter_ask_order', 'Please tell me what are you ordering today?')]"
CN-9a7762b2-f423-48c2-b9ef-b771afcf89a8,c7da5669-6429-4fc7-bc6d-a27aa95c5e31,2021-06-23 14:27:41.472590+00:00,dr pepper,,1.1,"[('utter_ask_with_variation', 'For your Dr. Pepper what Sizes, Large or Medium')]"
CN-2efd0e3f-0c2f-4836-9e99-0f5423431ffe,13b5dc30-5f92-4d26-9516-246a5a421dc3,2021-06-22 21:10:51.158979+00:00,a 7 up,,0.9,"[('utter_system_handover', 'Please wait, I am connecting you to our team member.')]"
CN-35560113-4dcd-48cc-9288-f536824edc59,66ce089a-736d-485b-9d86-aad48817f2d8,2021-06-12 01:28:39.579473+00:00,plain and dry,,0.8,"[('utter_system_handover', 'One moment, please, while I get you to our team member.')]"
CN-968f8b05-e5f3-416c-adf2-bdffe03f609a,f3c4c044-15d1-4827-bdf3-2b8fbb727595,2021-06-10 14:16:31.644220+00:00,let me have five number one,,2.9,"[('utter_ask_limited', 'What Sauce do you want for the 1st #1 Bacon Burrito?')]"
CN-7dc010e1-e089-42e0-917f-6d929e60f933,061e35ef-2f83-4594-92b0-248e442ceaf6,2021-06-11 17:30:06.982249+00:00,no,,0.5,"[('utter_disambiguate_without_options', 'What Side would you like?')]"
CN-0d854e97-d931-497b-b023-946b6d2dedb8,039f9022-8ab4-4c45-a79e-0da4618a358b,2021-06-13 23:24:08.950621+00:00,lotaburger,,1.4,"[('utter_dynamic', 'How would you like your lottaburrger, regular or double meat?')]"
CN-cb907d13-79d6-4f68-8b22-74d8a2a73e7a,e752c06a-7725-4326-93db-315cbfedced3,2021-06-01 16:53:33.996712+00:00,pepsi,,0.8,"[('utter_ask_with_variation', 'For your Pepsi what Sizes, Large or Medium')]"
CN-cd5fac96-0438-4729-8ac0-0970b5749e68,7f560298-863c-4930-825c-3a39260fdb72,2021-06-13 02:42:13.112548+00:00,large fry,large fries ,1.1,"[('utter_variation_add', 'Sure, I added Large Fries.'), ('utter_disambiguate_with_more', 'In Drink, which one would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"
CN-8a45312b-2a0f-4706-90e4-d6209f62f2be,dbbfe9bd-629e-4359-a45c-b1898b2ea01d,2021-06-13 19:25:05.987935+00:00,fry french fry,,3.5,"[('utter_disambiguate', 'For the Sides which would you like? Large Fries, Medium Fries or Medium Season Fries')]"
CN-f79b25e3-c853-4888-86dc-b569c6d90daa,42e2ed5a-90f4-4f49-9aca-a21e7610b6ab,2021-06-10 17:09:58.469445+00:00,extra cheese to the other burrito as well,add extra cheese to the other burrito as well,3.7,"[('utter_disambiguate_with_more', 'For the Breakfast which would you like? #1 Bacon Burrito, #2 Sausage Burrito , #3 Classic Burrito With Beans #4 Classic Burrito or say more to hear more options.')]"
CN-cab715d9-0f8f-43b0-8091-9c575c4cd408,e83680af-f99f-43f4-a89e-43de66e4ef7e,2021-06-17 13:42:43.069248+00:00,a number five burrito,,2.5,"[('utter_disambiguate', 'For the Breakfast which would you like? #5 Bacon And Bean Burrito or #5 Sausage And Bean Burrito')]"
CN-6c768078-98f2-47a3-9f65-46c0b5624fdc,de8879de-3169-497f-a518-777fd2e222a0,2021-06-08 20:35:31.557422+00:00,sausage and bean burrito,,1.4,"[('utter_ask_limited', 'What Sauce do you want for the #5 Sausage And Bean Burrito?')]"
CN-c38978c0-b86a-4558-9f5a-4d19a17ac4af,4ed008e0-78f3-4ba7-ac57-bc5f1d29b889,2021-06-07 14:17:05.269747+00:00,another number 1 with bacon burrito cream sauce,,3.6,"[('utter_ask_limited', 'What Sauce do you want for the 1st #1 Bacon Burrito?')]"
CN-59e865d0-d936-43c5-a15f-d00192b08749,3126c58a-cd1a-456a-b6e7-2dcaba6caa95,2021-06-11 18:07:29.714720+00:00,large fry,,0.9,"""""""""""""""[('utter_variation_add', """"""""I've added Large Fries!""""""""), ('utter_disambiguate_with_more', 'For the Drink which would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"""""""""""""""
CN-59ff218b-0825-4187-9a0b-202bc745fc07,8c16d5d8-b9fd-4942-825e-6cffb3e76987,2021-06-20 19:17:21.658055+00:00,large fries,,3,"[('utter_variation_add', 'OK, I added Large Fries.'), ('utter_disambiguate_with_more', 'In Drink, which one would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"
CN-0d3e662c-ace5-4b2f-aa4f-5f47631d71f9,bb951e88-4fa3-4f5f-9ce7-bee99a7a025b,2021-06-02 19:34:23.309527+00:00,regular fries,,1.1,"[('utter_variation_add', 'OK, I just added Medium Fries.'), ('utter_disambiguate_with_more', 'For the Drink which would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"
CN-46aa0ff8-c75a-4fc7-817e-26fce66f1823,0bf411a6-5f86-4cc6-ba73-9b22a3880023,2021-06-14 00:52:32.533650+00:00,lemonade,,0.7,"[('utter_ask_with_variation', 'What Sizes for your Lemonade, Large or Medium?')]"
CN-f6db2c47-0ffd-4a5a-b246-bd5cd6f471c3,03732cac-a7b1-46d7-9cf0-ecffad4ddfb6,2021-06-24 02:22:47.541458+00:00,a medium fry,,1.1,"""""""""""""""[('utter_variation_add', """"""""I've added Medium Fries!""""""""), ('utter_disambiguate_with_more', 'For the Drink which would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"""""""""""""""
CN-f8bf5aab-9932-48f5-b097-f463e1f08dd8,c49f3816-edaa-41a4-86fc-741e04751583,2021-06-10 19:05:07.216085+00:00,i would like a large order of french fries,,3.4,"[('utter_disambiguate', 'For the Sides which would you like? Large Fries or Large Season Fries')]"
CN-99e6fafa-40dc-4c31-949e-5b991fdcc03d,cf42343a-9cba-4168-b8dc-c2876ee14194,2021-06-15 22:30:07.909639+00:00,french fries,,1.1,"[('utter_disambiguate', 'In Sides, which one would you like? Large Fries, Medium Fries or Medium Season Fries')]"
CN-2194dd90-e612-4f3f-b68e-354ed88edb69,260162ae-81c8-4e5a-9999-68c2cef7fc55,2021-06-12 23:26:22.868597+00:00,pepper dr pepper,,4.1,"[('utter_ask_with_variation', 'For your Dr. Pepper what Sizes, Large or Medium')]"
CN-7bf377c1-e4e8-4d48-bb9c-04570177016f,567c0842-aaf4-4e10-b7a0-717ee9048845,2021-06-17 18:18:36.523736+00:00,i want another itsaburger with cheese mustard and pickles,i want another itsaburger with cheese mustard and pickles,6,"[('utter_dynamic', 'How would you like your itsaburrger, regular or double meat?')]"
CN-91e8818a-4b94-41e2-8aa8-5d8d2b5b3131,197e6a88-8cf9-4b41-8010-cedb35e75d12,2021-06-08 00:54:53.158103+00:00,double whataburger,,1,"[('utter_variation_add', 'OK, I just added Double Meat Lottaburrger with Cheese.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile or bacon with your Double Meat Lottaburrger?')]"
CN-0ba92037-1d89-4efb-b886-66f8514268ba,ae864fa3-7b08-4487-9836-194250fb0678,2021-06-01 14:33:13.585590+00:00,no chicken tenders,,2,"[('utter_user_handover', 'Hang on please while I get a team member.')]"
CN-e0aa41df-b038-4e9f-9f56-144ce2e19676,6e24da8c-6f28-4b89-8e1a-fb6ce0c14f4d,2021-06-06 15:23:07.455197+00:00,no eggs on los burrito,no eggs on last  burrito,2.2,"[('utter_ask_edit_confirmation', 'Are you trying to make changes to your #1 Bacon Burrito?')]"
CN-b4be1e8d-47da-41ca-b03d-2fd17fc2bcb5,a55ccafa-6a1b-464a-ba0c-457e84366148,2021-06-23 00:27:55.187731+00:00,yes green chili and cheese,,2.1,"[('utter_edited_dish_item', 'Sure I have revised Itsaburrger with green chili and cheese in your order.'), ('utter_disambiguate_without_options', 'What Side would you like?')]"
CN-4e433269-3b39-483b-895f-34e562c6a6e8,04bebfb9-311e-46f3-9542-fe358bf5d882,2021-06-10 02:42:48.402537+00:00,regular,,29.542,"""""""""""""""[('utter_variation_add', """"""""I've added Regular Lottaburrger!""""""""), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Lottaburrger?')]"""""""""""""""
CN-c3044cbb-0b22-49e3-9555-a2cbeef8ac81,78a822ba-6c01-42a8-a4e0-ad93fd2149d0,2021-06-13 21:17:27.052086+00:00,green,,1,"[('utter_variation_add', 'Sure, I added #1 Bacon Burrito with Green Sauce.'), ('utter_anything_else_with_recommendation', 'What else can I get for you today, coffee goes well with your order')]"
CN-d90100b2-cb99-4882-a932-d35b14c39af5,9800fade-184a-4612-8ab9-4fe10f38b795,2021-06-08 16:29:06.545316+00:00,chicken tender,no no chicken tender ,127.126,"[('utter_system_handover', 'Hang on, please, while I get you to our team member.')]"
CN-9a63f9c0-82b5-4102-8494-bfe414ae50c2,3d26e438-b7b3-4446-b616-49577d187965,2021-06-06 19:18:12.089711+00:00,extra cheese,,2.6,"[('utter_edited_dish_item', 'I just modified your Itsaburrger with extra cheese.'), ('utter_disambiguate_without_options', 'What Side do you want?')]"
CN-2529826b-5302-42b3-8092-da5da55d2447,51e0f1a3-dc5c-403b-a869-4213f2962368,2021-06-14 18:12:16.851708+00:00,regular,,0.8,"""""""""""""""[('utter_variation_add', """"""""I've added Regular Lottaburrger!""""""""), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Lottaburrger?')]"""""""""""""""
CN-1ae9f96d-f755-420e-9180-494bcb7cf3bd,27d52075-09fa-499b-8a31-87fc8d16c9bc,2021-06-23 02:43:28.808320+00:00,large fries,,1,"[('utter_variation_add', 'Sure, I added Large Fries.'), ('utter_anything_else_with_recommendation', 'What else can I add for you today, drink goes well with your order')]"
CN-39913c48-a869-4fb1-a563-c69c6825cb06,968493ec-54c6-4b43-a992-b3da450b5a7f,2021-06-11 23:52:13.089856+00:00,medium fry,,1,"[('utter_variation_add', 'OK, I just added Medium Fries.'), ('utter_disambiguate_with_more', 'In Drink, which one would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"
CN-4c43978a-a4d7-478d-8449-53c8e44ad7c5,34697c16-8764-40a3-9fc0-17205f8588f4,2021-06-04 23:23:04.157701+00:00,seattle lbs,that will be it,1.4,"""""""""""""""[('utter_default', """"""""I'm sorry I didn't hear everything you said?"""""""")]"""""""""""""""
CN-34c3a45c-36eb-4a83-9cce-1122c616b83f,32c32328-b31a-4bfa-997b-693dc3297518,2021-06-02 21:41:45.730865+00:00,the green chili cheese burger,a green chili cheese burger,2.1,"[('utter_disambiguate', 'For the Burgers which would you like? Itsaburrger or Lottaburrger')]"
CN-9844ea91-3c57-44b3-aa81-d423088ce158,1332c899-1bb0-4602-9306-7b1213200f08,2021-06-02 21:16:16.764718+00:00,regular,,0.9,"[('utter_variation_add', 'Sure, I added Regular Lottaburrger.'), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Lottaburrger?')]"
CN-81e72e39-1943-4059-9752-f3a48ef9b931,ebbda6a8-c7bb-4f7c-9760-840e930bf025,2021-06-13 15:00:36.004747+00:00,bacon burrito red chili,,3.9,"""""""""""""""[('utter_variation_add', """"""""I've added #1 Bacon Burrito with Red Sauce!""""""""), ('utter_anything_else_with_recommendation', 'What else can I get for you today, coffee goes well with your order')]"""""""""""""""
CN-19ef3b02-edf1-435b-836f-7b021fc3959c,cf3706ce-e12d-4cf0-83c2-83c82f3a07d3,2021-06-06 17:49:17.339107+00:00,its a burger,,1.4,"[('utter_dynamic', 'How would you like your itsaburrger, regular or double meat?')]"
CN-a1ebc749-6e7c-4980-a47c-0a245398fc02,a648bc8d-0931-4443-9683-3ed1ca6c81df,2021-06-07 22:46:57.621678+00:00,large fry,,0.8,"[('utter_variation_add', 'Sure, I added Large Fries.'), ('utter_disambiguate_with_more', 'In Drink, which one would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"
CN-aeb2d0b9-0451-4c9b-b93c-2167be44734f,0b1d29d9-02bd-489b-89ba-dc662f54dfd3,2021-06-23 21:13:15.622276+00:00,fries regular sprite, fries regular fries ,4,"[('utter_variation_add', 'Sure, I added Medium Fries.'), ('utter_disambiguate_with_more', 'In Drink, which one would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"
CN-5693769b-d6f1-438a-96fd-062c1ce81e32,4d6d8d85-4e4e-4315-b312-90f3ffd5b7a0,2021-06-01 12:54:19.747977+00:00,green onion,premium,0.8,"[('utter_ask_with_variation', 'What Coffee Flavors  for your Coffee, Premium or Winterblend?')]"
CN-9edaa249-85d7-46fb-9bc3-e84070f239b3,f2a1654f-da07-4a43-9bf4-ec14f5ac3e71,2021-06-17 18:42:42.054222+00:00,double meat no lettuce or tomato,,2.2,"""""""""""""""[('utter_edited_dish_item', 'I just modified your Lottaburrger with double meat, without lettuce and tomato.'), ('utter_variation_add', """"""""I've added Double Meat Lottaburrger with Tomato and without Lettuce!""""""""), ('utter_ask_recommendation_option', 'Would you like to have chopped green chile, cheese or bacon with your Double Meat Lottaburrger?')]"""""""""""""""
CN-7c40e6e7-df44-4699-a9ac-63ec2a6704c4,31cd3962-ab70-4237-a0e0-c79f5f08538c,2021-06-10 16:37:23.081635+00:00,a chicken sandwich,,1.5,"""""""""""""""[('utter_disambiguate', """"""""For the Chicken Entrees which would you like? Blake'S Chicken Sandwich or Ranch Chicken Sandwich"""""""")]"""""""""""""""
CN-a10ed55e-d85b-42f8-9621-ce1b7974faf6,a45552b4-d2fc-47d6-9380-cab30b2aa1f8,2021-06-05 18:21:53.041489+00:00,burger,,0.6,"[('utter_disambiguate', 'For the Burgers which would you like? Itsaburrger or Lottaburrger')]"
CN-6cede26e-8dd8-4076-a93f-e8c1de2a2a29,12fbf264-4bab-44cf-8a5f-3b96909dbe43,2021-06-04 18:57:49.489951+00:00,all three,,1.8,"[('utter_anything_else', 'What else would you like to add today?')]"
CN-d781dc98-f51c-4e8d-b1a5-17b981229d60,e0a9a8a0-8215-4324-b32e-7a0874458aeb,2021-06-11 13:31:29.888853+00:00,green on the side,,1.5,"[('utter_variation_add', 'OK, I added #1 Bacon Burrito with Green Sauce on side.'), ('utter_anything_else_with_recommendation', 'What else can I add for you today, coffee goes well with your order')]"
CN-40c95336-a0f7-4392-9aea-20951755f1cf,9ce0bfce-3334-4ceb-bf65-f60a2a664214,2021-06-22 19:32:52.816022+00:00,repeat,what are your favorite color 3 of them 3 piece ,2.2,"[('utter_default', 'Apologies, but could you please repeat that?')]"
CN-797866fc-888e-488d-8d83-e834a52c6869,4159404b-bccb-4fde-8a0e-336791bde191,2021-06-15 00:01:31.617874+00:00,one large large combo with no tomatoes no pickles no onions,one large lota combo with no tomatoes no pickles no onions,6.9,"[('utter_combo_dishes', 'The Lottaburrger Meal has Drink, Lottaburrger and Side'), ('utter_dynamic', 'How would you like your lottaburrger, regular or double meat?')]"
CN-147a9d26-3ae7-4dd5-aa27-0fc6ef5752df,9b684d8b-7564-476b-a295-d8d043333df5,2021-06-07 23:42:47.307696+00:00,regular,,0.9,"[('utter_variation_add', 'OK, I added Regular Lottaburrger.'), ('utter_ask_recommendation_combo', 'Do you want to make that a meal?')]"
CN-5147083c-7164-4c2e-81ba-90a41c4b6d41,51873794-918d-4aa1-a0ca-7b6716da8422,2021-06-12 00:44:11.966095+00:00,bacon no onions no mustard,,2.3,"[('utter_edited_dish_item', 'I just modified your Lottaburrger with bacon, without onion and without mustard.'), ('utter_anything_else', 'What else can I get for you?')]"
CN-178922a7-f584-47e7-9ac3-6e9a0cf014ed,df27dc61-0a7e-497f-b6c8-6433f54d5515,2021-06-08 16:31:50.972635+00:00,green chili,,0.9,"[('utter_edited_dish_item', 'OK, I updated your Lottaburrger with green chili.'), ('utter_disambiguate_without_options', 'What Side would you like?')]"
CN-2efd0e3f-0c2f-4836-9e99-0f5423431ffe,98d67948-157c-4d8a-bcd6-3cd9733d18e9,2021-06-22 21:10:13.483396+00:00,sprite,you want coke sprite ,3.6,"""""""""""""""[('utter_dishes_inactive', """"""""Sorry we don't have Sprite""""""""), ('utter_disambiguate_with_more', 'For the Drink which would you like? Chocolate Milk, Diet Dr. Pepper, Diet Pepsi Dr. Pepper or say more to hear more options.')]"""""""""""""""
CN-367d026c-4d50-4d2d-9901-6c46e525a9de,b26bfd1d-07fc-4ecd-9753-f9d1fee81068,2021-06-23 21:10:11.754326+00:00,jalapeno,,1,"[('utter_edited_dish_item', 'OK, I just updated your Lottaburrger with jalapeno.'), ('utter_option_disambiguate', 'For jalapeno Toppings we have Jalapeno Whole and Jalapeno Sliced Which would you like?')]"
